days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   202.000000     ,           7 ,          20 ,           1 ,  0.100000001     ,   6.99451368E-04 ,   66.3000031     ,  -65.6000061     ,   51.4928131     ,   6.14143229     ,   58.3342438     ,   70.4952316     ,  -10.4061890     ,   0.00000000     ,   0.00000000     ,   60.0890427     ,  0.409646124     ,   1.42987859     ,   4.19522858     ,   55.1938171     ,  -51.4928131     ,  -6.14143229     ,   1.75479889     ,   38.0210419     ,   110.500000     ,   20.5006104     ,   89.9993896     ,   11.8159695     ,   66.5120697     ,  0.576371610     ,  0.689824641     ,   2.04487705     ,   9.85137558    
   202.041672     ,           7 ,          20 ,           2 ,   9.89999995E-02 ,   9.47520253E-04 ,   20.0760002     ,  -64.7100067     ,   56.2461319     ,   9.07681942     ,   20.6889458     ,   21.2301025     ,  -10.2554321     ,   0.00000000     ,   0.00000000     ,   10.9746704     ,  0.409443915     ,   1.41003811     ,   1.15410233     ,   54.4545746     ,  -56.2461319     ,  -9.07681942     ,  -9.71427536     ,   37.9045639     ,   33.4599991     ,   7.17038345     ,   26.2896156     ,   4.24708796     ,   19.3419151     ,  0.592309713     ,  0.685953498     ,   2.21514082     ,   10.0034084    
   202.083328     ,           7 ,          20 ,           3 ,   9.53999981E-02 ,   1.32296560E-03 ,   25.1160011     ,  -65.1100159     ,   61.4939194     ,   9.81224251     ,   31.3121471     ,   26.4287624     ,  -10.3721924     ,   0.00000000     ,   0.00000000     ,   16.0565701     ,  0.410565555     ,   1.37834096     ,   1.31276131     ,   54.7378235     ,  -61.4939194     ,  -9.81224251     ,  -15.2555771     ,   37.7216415     ,   41.8600006     ,   10.6855431     ,   31.1744576     ,   6.55409527     ,   22.8111954     ,  0.613361001     ,  0.680892229     ,   2.47987986     ,   10.2414894    
   202.125000     ,           7 ,          20 ,           4 ,   9.96000022E-02 ,   1.87711522E-03 ,   42.7380028     ,  -65.4300079     ,   59.4211693     ,   9.48691750     ,   46.2160797     ,   44.9943466     ,  -10.5082703     ,   0.00000000     ,   0.00000000     ,   34.4860764     ,  0.412338823     ,   1.33673108     ,   2.25634384     ,   54.9217377     ,  -59.4211693     ,  -9.48691750     ,  -11.7300034     ,   37.5809937     ,   71.2300034     ,   20.6536541     ,   50.5763474     ,   13.1353989     ,   36.8583221     ,  0.635984242     ,  0.676870346     ,   2.79942775     ,   10.4569263    
   202.166672     ,           7 ,          20 ,           5 ,   9.27000046E-02 ,   2.62011983E-03 ,   60.3600006     ,  -64.6000061     ,   56.9541245     ,   9.25247192     ,   61.9665909     ,   63.8959351     ,  -10.4401855     ,   0.00000000     ,   0.00000000     ,   53.4557495     ,  0.413712114     ,   1.28774345     ,   3.53593445     ,   54.1598206     ,  -56.9541245     ,  -9.25247192     ,  -8.51084137     ,   37.4789467     ,   100.599998     ,   31.1754646     ,   69.4245377     ,   20.5065842     ,   50.4888992     ,  0.657779574     ,  0.674671292     ,   3.13279247     ,   10.5870667    
   202.208328     ,           7 ,          20 ,           6 ,   9.49999988E-02 ,   3.55457538E-03 ,   77.8980026     ,  -64.7799835     ,   56.5470276     ,   8.26853943     ,   77.9335861     ,   82.9136810     ,  -10.5171204     ,   0.00000000     ,   0.00000000     ,   72.3965607     ,  0.414713949     ,   1.23438036     ,   5.01567841     ,   54.2628632     ,  -56.5470276     ,  -8.26853943     ,  -5.53702545     ,   37.4125557     ,   129.830002     ,   42.5296783     ,   87.3003235     ,   28.7640095     ,   63.3623047     ,  0.676327944     ,  0.672651529     ,   3.46735048     ,   10.6994915    
   202.250000     ,           7 ,          20 ,           7 ,  0.100500003     ,   4.57853824E-03 ,   85.1160049     ,  -64.7800140     ,   57.9205017     ,   7.14199972     ,   85.3984909     ,   91.0747757     ,  -10.5483704     ,   0.00000000     ,   0.00000000     ,   80.5264053     ,  0.415368140     ,   1.18000114     ,   5.95877075     ,   54.2316437     ,  -57.9205017     ,  -7.14199972     ,  -4.87208557     ,   37.3541374     ,   141.860001     ,   48.4071312     ,   93.4528732     ,   33.4765816     ,   67.7176208     ,  0.691563010     ,  0.671054363     ,   3.78061581     ,   10.7845964    
   202.291672     ,           7 ,          20 ,           8 ,   8.92999992E-02 ,   6.64087292E-03 ,   162.384018     ,  -48.5899963     ,   53.8424492     ,   4.36224079     ,   171.998718     ,   177.423874     ,  -7.93283081     ,   0.00000000     ,   0.00000000     ,   169.491043     ,  0.415945411     ,   1.12820959     ,   15.0398560     ,   40.6571655     ,  -53.8424492     ,  -4.36224079     ,  -2.50767517     ,   37.3240700     ,   270.640015     ,   70.4233780     ,   200.216644     ,   50.2040863     ,   146.933563     ,  0.712889493     ,  0.681947470     ,   3.90361834     ,   10.3516102    
   202.333328     ,           7 ,          20 ,           9 ,   8.61000046E-02 ,   9.32268985E-03 ,   187.175995     ,  -25.7599792     ,   59.6277122     ,   2.61981583     ,   223.663544     ,   209.332916     ,  -4.21124268     ,   0.00000000     ,   0.00000000     ,   205.121674     ,  0.416243136     ,   1.08270311     ,   22.1569214     ,   21.5487366     ,  -59.6277122     ,  -2.61981583     ,  -18.5418701     ,   37.1017456     ,   311.959991     ,   43.6184616     ,   268.341522     ,   32.0515633     ,   200.540573     ,  0.734816492     ,  0.697954893     ,   3.88672280     ,   9.69836235    
   202.375000     ,           7 ,          20 ,          10 ,   9.18000042E-02 ,   1.17655993E-02 ,   153.815994     ,  -7.82000732     ,   55.5969162     ,   2.14573407     ,   203.738632     ,   175.075211     ,  -1.29119873     ,   0.00000000     ,   0.00000000     ,   173.784012     ,  0.418456912     ,   1.04702961     ,   21.2592163     ,   6.52880859     ,  -55.5969162     ,  -2.14573407     ,  -29.9546204     ,   36.7425766     ,   256.359985     ,   10.9536438     ,   245.406342     ,   8.23575592     ,   186.292252     ,  0.751873612     ,  0.711476147     ,   3.84980893     ,   9.19663525    
