days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   189.000000     ,           7 ,           8 ,           1 ,  -1.99999958E-02 ,   0.00000000     ,   78.3507996     ,  -71.1999817     ,   89.5592880     ,   16.7246990     ,   0.00000000     ,   73.4534607     ,  -1.42401123     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.39600778     ,  -4.89733887     ,   69.7759705     ,  -89.5592880     ,  -16.7246990     ,   0.00000000     ,   168.000000     ,   178.070007     ,   41.2635002     ,   136.806503     ,   15.1982012     ,   66.4167557     ,  0.368320704     ,  0.474979043     ,   1.03674483     ,   4.46933937    
   189.041672     ,           7 ,           8 ,           2 ,  -1.99999958E-02 ,   0.00000000     ,   67.9711990     ,  -71.1299896     ,   86.9846115     ,   16.5846195     ,   0.00000000     ,   63.7675018     ,  -1.42260742     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.37635529     ,  -4.20369720     ,   69.7073822     ,  -86.9846115     ,  -16.5846195     ,   0.00000000     ,   168.000000     ,   154.479996     ,   38.6542969     ,   115.825699     ,   14.8750315     ,   55.9777527     ,  0.384822190     ,  0.472747982     ,   1.10175884     ,   4.49953127    
   189.083328     ,           7 ,           8 ,           3 ,  -1.99999958E-02 ,   0.00000000     ,   42.5479965     ,  -69.8099976     ,   88.2849655     ,   16.0402889     ,   0.00000000     ,   40.2231560     ,  -1.39617920     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.34493184     ,  -2.32484055     ,   68.4138184     ,  -88.2849655     ,  -16.0402889     ,   0.00000000     ,   168.000000     ,   96.6999969     ,   25.6222706     ,   71.0777283     ,   10.4649124     ,   34.2274857     ,  0.408430338     ,  0.470969409     ,   1.19786358     ,   4.52359962    
   189.125000     ,           7 ,           8 ,           4 ,  -1.99999958E-02 ,   0.00000000     ,   53.4445992     ,  -68.8500061     ,   92.6513596     ,   21.7233543     ,   0.00000000     ,   50.9535637     ,  -1.37698364     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.30363107     ,  -2.49103546     ,   67.4730225     ,  -92.6513596     ,  -21.7233543     ,   0.00000000     ,   168.000000     ,   121.464996     ,   34.7977333     ,   86.6672592     ,   15.1008987     ,   41.5141754     ,  0.433962137     ,  0.468373895     ,   1.31711078     ,   4.55872250    
   189.166672     ,           7 ,           8 ,           5 ,  -1.99999958E-02 ,   0.00000000     ,   64.3411942     ,  -68.5000000     ,   88.5785828     ,   18.2819042     ,   0.00000000     ,   62.1476669     ,  -1.36999512     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.25493360     ,  -2.19352722     ,   67.1300049     ,  -88.5785828     ,  -18.2819042     ,   0.00000000     ,   168.000000     ,   146.229996     ,   43.5760460     ,   102.653946     ,   20.0207787     ,   49.0321846     ,  0.459444612     ,  0.466985106     ,   1.44443870     ,   4.57751608    
   189.208328     ,           7 ,           8 ,           6 ,  -1.99999958E-02 ,   0.00000000     ,   75.7547989     ,  -68.6999969     ,   81.8049164     ,   12.7827644     ,   0.00000000     ,   74.0707703     ,  -1.37399292     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.20179331     ,  -1.68402863     ,   67.3260040     ,  -81.8049164     ,  -12.7827644     ,   0.00000000     ,   168.000000     ,   172.169998     ,   53.4893913     ,   118.680611     ,   25.7915115     ,   56.5093422     ,  0.482179940     ,  0.465455472     ,   1.57359362     ,   4.59821606    
   189.250000     ,           7 ,           8 ,           7 ,  -1.99999958E-02 ,   0.00000000     ,   88.9856033     ,  -69.6599884     ,   78.6613617     ,   8.50341320     ,   0.00000000     ,   88.0092087     ,  -1.39318848     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.141897067     ,   1.14753652     , -0.976394653     ,   68.2667999     ,  -78.6613617     ,  -8.50341320     ,   0.00000000     ,   168.000000     ,   202.240005     ,   64.8141632     ,   137.425842     ,   32.5124626     ,   65.2755432     ,  0.501625896     ,  0.464272857     ,   1.69532895     ,   4.61421871    
   189.291672     ,           7 ,           8 ,           8 ,  -1.99999958E-02 ,   1.28107180E-03 ,   102.216400     ,  -71.2500153     ,   73.5716400     ,   2.30335093     ,   106.841377     ,   102.032234     ,  -1.42501831     ,   0.00000000     ,   0.00000000     ,   100.607216     ,  0.141897067     ,   1.09575725     , -0.184165955     ,   69.8249969     ,  -73.5716400     ,  -2.30335093     ,  -6.23416138     ,   167.925247     ,   232.309998     ,   77.2909775     ,   155.019012     ,   39.9611015     ,   73.4080582     ,  0.517021537     ,  0.462798238     ,   1.80559659     ,   4.63417435    
   189.333328     ,           7 ,           8 ,           9 ,  -2.99999937E-02 ,   3.02127516E-03 ,   145.283600     ,  -72.7700043     ,   78.3667755     ,  -5.74740601     ,   145.132965     ,   146.087814     ,  -1.45666504     ,   0.00000000     ,  -0.00000000     ,   144.631149     ,  0.141959369     ,   1.05017138     ,  0.804214478     ,   71.3133392     ,  -78.3667755     ,   5.74740601     , -0.501815796     ,   167.919235     ,   330.190002     ,   114.219116     ,   215.970886     ,   60.3689117     ,   101.950890     ,  0.528535962     ,  0.461274594     ,   1.89940774     ,   4.65690136    
   189.375000     ,           7 ,           8 ,          10 ,  -2.99999937E-02 ,   4.99643851E-03 ,   175.375198     ,  -76.4199982     ,   70.6762009     ,  -4.90280342     ,   164.728607     ,   177.037201     ,  -1.52984619     ,   0.00000000     ,  -0.00000000     ,   175.507355     ,  0.141964391     ,   1.01437199     ,   1.66200256     ,   74.8901520     ,  -70.6762009     ,   4.90280342     ,   10.7787476     ,   168.048477     ,   398.579987     ,   148.551727     ,   250.028259     ,   79.4701385     ,   117.237869     ,  0.534966111     ,  0.458049238     ,   1.97908282     ,   4.70073223    
   189.416672     ,           7 ,           8 ,          11 ,  -1.99999958E-02 ,   7.15787848E-03 ,   204.951996     ,  -76.7699890     ,   66.0327454     ,  -13.9506607     ,   180.264099     ,   207.684189     ,  -1.53454590     ,   0.00000000     ,  -0.00000000     ,   206.149643     ,  0.141856670     ,  0.991456509     ,   2.73219299     ,   75.2354431     ,  -66.0327454     ,   13.9506607     ,   25.8855438     ,   168.358856     ,   465.799988     ,   173.097870     ,   292.702118     ,   93.5144806     ,   137.245743     ,  0.540240526     ,  0.458059520     ,   2.01783895     ,   4.69692421    
   189.458328     ,           7 ,           8 ,          12 ,  -2.99999937E-02 ,   9.59311612E-03 ,   231.932800     ,  -79.0400085     ,   58.5156708     ,  -8.30966949     ,   203.098785     ,   234.929626     ,  -1.57418823     ,   0.00000000     ,  -0.00000000     ,   233.355438     ,  0.141598627     ,  0.983562171     ,   2.99682617     ,   77.4658203     ,  -58.5156708     ,   8.30966949     ,   30.2566528     ,   168.721649     ,   527.119995     ,   203.988129     ,   323.131866     ,   110.210457     ,   150.822464     ,  0.540278792     ,  0.455915809     ,   2.03831553     ,   4.71710491    
   189.500000     ,           7 ,           8 ,          13 ,  -9.99999791E-03 ,   1.21465297E-02 ,   253.726013     ,  -79.8799896     ,   52.8686790     ,  -13.7600203     ,   212.954681     ,   256.404175     ,  -1.58422852     ,   0.00000000     ,  -0.00000000     ,   254.819946     ,  0.141298205     ,  0.991456509     ,   2.67816162     ,   78.2957611     ,  -52.8686790     ,   13.7600203     ,   41.8652649     ,   169.223633     ,   576.650024     ,   225.134277     ,   351.515747     ,   121.097725     ,   163.795792     ,  0.537891090     ,  0.455164433     ,   2.02419209     ,   4.71696901    
