days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   202.000000     ,           7 ,          20 ,           1 ,  0.100000001     ,   6.06705551E-04 ,   58.5649986     ,  -65.6000061     ,   51.4928131     ,   6.14143229     ,   50.5992393     ,   70.4952316     ,  -10.4061890     ,   0.00000000     ,   0.00000000     ,   60.0890427     ,  0.409646124     ,   1.42987859     ,   11.9302330     ,   55.1938171     ,  -51.4928131     ,  -6.14143229     ,   9.48980331     ,   38.1137848     ,   110.500000     ,   20.5006104     ,   89.9993896     ,   11.8159695     ,   66.5120697     ,  0.576371610     ,  0.689824641     ,   2.04487705     ,   9.85137558    
   202.041672     ,           7 ,          20 ,           2 ,   9.89999995E-02 ,   8.26690521E-04 ,   17.7337990     ,  -64.7100067     ,   56.2461319     ,   9.07681942     ,   18.3467445     ,   21.2173805     ,  -10.2134399     ,   0.00000000     ,   0.00000000     ,   11.0039406     ,  0.408554912     ,   1.41003811     ,   3.48358154     ,   54.4965668     ,  -56.2461319     ,  -9.07681942     ,  -7.34280396     ,   38.0257416     ,   33.4599991     ,   7.17038345     ,   26.2896156     ,   4.24461412     ,   19.3302536     ,  0.591964722     ,  0.685668647     ,   2.21220350     ,   9.99006462    
   202.083328     ,           7 ,          20 ,           3 ,   9.53999981E-02 ,   1.16700167E-03 ,   22.1857986     ,  -65.1100159     ,   61.4939194     ,   9.81224251     ,   28.3819447     ,   26.4081383     ,  -10.3166809     ,   0.00000000     ,   0.00000000     ,   16.0914574     ,  0.409398794     ,   1.37834096     ,   4.22233963     ,   54.7933350     ,  -61.4939194     ,  -9.81224251     ,  -12.2904873     ,   37.8783722     ,   41.8600006     ,   10.6855431     ,   31.1744576     ,   6.54947567     ,   22.7929020     ,  0.612928689     ,  0.680518389     ,   2.47553492     ,   10.2234402    
   202.125000     ,           7 ,          20 ,           4 ,   9.96000022E-02 ,   1.66136597E-03 ,   37.7518997     ,  -65.4300079     ,   59.4211693     ,   9.48691750     ,   41.2299805     ,   44.9494324     ,  -10.4353333     ,   0.00000000     ,   0.00000000     ,   34.5140991     ,  0.410818607     ,   1.33673108     ,   7.19753265     ,   54.9946747     ,  -59.4211693     ,  -9.48691750     ,  -6.71588135     ,   37.7978477     ,   71.2300034     ,   20.6536541     ,   50.5763474     ,   13.1243649     ,   36.8194504     ,  0.635450006     ,  0.676384509     ,   2.79301023     ,   10.4328241    
   202.166672     ,           7 ,          20 ,           5 ,   9.27000046E-02 ,   2.31993431E-03 ,   53.3179970     ,  -64.6000061     ,   56.9541245     ,   9.25247192     ,   54.9245872     ,   63.8091698     ,  -10.3398438     ,   0.00000000     ,   0.00000000     ,   53.4693260     ,  0.411598325     ,   1.28774345     ,   10.4911728     ,   54.2601624     ,  -56.9541245     ,  -9.25247192     ,  -1.45526123     ,   37.7803993     ,   100.599998     ,   31.1754646     ,   69.4245377     ,   20.4845848     ,   50.4144897     ,  0.657073915     ,  0.673996866     ,   3.12278652     ,   10.5530882    
   202.208328     ,           7 ,          20 ,           6 ,   9.49999988E-02 ,   3.14541976E-03 ,   68.8098984     ,  -64.7799835     ,   56.5470276     ,   8.26853943     ,   68.8454819     ,   82.7600250     ,  -10.3767395     ,   0.00000000     ,   0.00000000     ,   72.3832855     ,  0.411767662     ,   1.23438036     ,   13.9501266     ,   54.4032440     ,  -56.5470276     ,  -8.26853943     ,   3.53780365     ,   37.8228188     ,   129.830002     ,   42.5296783     ,   87.3003235     ,   28.7241001     ,   63.2314911     ,  0.675389528     ,  0.671712041     ,   3.45188093     ,   10.6515493    
   202.250000     ,           7 ,          20 ,           7 ,  0.100500003     ,   4.05031536E-03 ,   75.1857986     ,  -64.7800140     ,   57.9205017     ,   7.14199972     ,   75.4682846     ,   90.8492126     ,  -10.3571777     ,   0.00000000     ,   0.00000000     ,   80.4920349     ,  0.411356211     ,   1.18000114     ,   15.6634140     ,   54.4228363     ,  -57.9205017     ,  -7.14199972     ,   5.02375031     ,   37.8830566     ,   141.860001     ,   48.4071312     ,   93.4528732     ,   33.4171677     ,   67.5264053     ,  0.690335631     ,  0.669774532     ,   3.75760031     ,   10.7186947    
   202.291672     ,           7 ,          20 ,           8 ,   8.92999992E-02 ,   5.88549394E-03 ,   143.439194     ,  -48.5899963     ,   53.8424492     ,   4.36224079     ,   153.053894     ,   176.860291     ,  -7.74795532     ,   0.00000000     ,   0.00000000     ,   169.112335     ,  0.410773337     ,   1.12820959     ,   33.4210968     ,   40.8420410     ,  -53.8424492     ,  -4.36224079     ,   16.0584412     ,   38.0756035     ,   270.640015     ,   70.4233780     ,   200.216644     ,   50.0966339     ,   146.414810     ,  0.711363673     ,  0.680304885     ,   3.87346435     ,   10.2714005    
   202.333328     ,           7 ,          20 ,           9 ,   8.61000046E-02 ,   8.30547418E-03 ,   165.338791     ,  -25.7599792     ,   59.6277122     ,   2.61981583     ,   201.826340     ,   208.387573     ,  -4.07266235     ,   0.00000000     ,   0.00000000     ,   204.314911     ,  0.408920467     ,   1.08270311     ,   43.0487823     ,   21.6873169     ,  -59.6277122     ,  -2.61981583     ,   2.48857117     ,   38.1054420     ,   311.959991     ,   43.6184616     ,   268.341522     ,   31.9601936     ,   199.581558     ,  0.732721686     ,  0.695639908     ,   3.84528589     ,   9.59475994    
   202.375000     ,           7 ,          20 ,          10 ,   9.18000042E-02 ,   1.05332136E-02 ,   135.870789     ,  -7.82000732     ,   55.5969162     ,   2.14573407     ,   185.793442     ,   174.014679     ,  -1.23468018     ,   0.00000000     ,   0.00000000     ,   172.779999     ,  0.408634752     ,   1.04702961     ,   38.1438904     ,   6.58532715     ,  -55.5969162     ,  -2.14573407     ,  -13.0134430     ,   37.9494057     ,   256.359985     ,   10.9536438     ,   245.406342     ,   8.20584393     ,   185.143814     ,  0.749142885     ,  0.708395600     ,   3.79621792     ,   9.06852341    
