days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   202.000000     ,           7 ,          20 ,           1 ,  0.100000001     ,   7.92197068E-04 ,   74.0349960     ,  -65.6000061     ,   51.4928131     ,   6.14143229     ,   66.0692368     ,   70.4952316     ,  -10.4061890     ,   0.00000000     ,   0.00000000     ,   60.0890427     ,  0.409646124     ,   1.42987859     ,  -3.53976440     ,   55.1938171     ,  -51.4928131     ,  -6.14143229     ,  -5.98019409     ,   37.9282951     ,   110.500000     ,   20.5006104     ,   89.9993896     ,   11.8159695     ,   66.5120697     ,  0.576371610     ,  0.689824641     ,   2.04487705     ,   9.85137558    
   202.041672     ,           7 ,          20 ,           2 ,   9.89999995E-02 ,   1.06834993E-03 ,   22.4181976     ,  -64.7100067     ,   56.2461319     ,   9.07681942     ,   23.0311432     ,   21.2428608     ,  -10.2976685     ,   0.00000000     ,   0.00000000     ,   10.9451923     ,  0.410336584     ,   1.41003811     ,  -1.17533684     ,   54.4123383     ,  -56.2461319     ,  -9.07681942     ,  -12.0859509     ,   37.7833786     ,   33.4599991     ,   7.17038345     ,   26.2896156     ,   4.24956656     ,   19.3536129     ,  0.592655420     ,  0.686238885     ,   2.21808910     ,   10.0168037    
   202.083328     ,           7 ,          20 ,           3 ,   9.53999981E-02 ,   1.47892954E-03 ,   28.0461979     ,  -65.1100159     ,   61.4939194     ,   9.81224251     ,   34.2423401     ,   26.4494514     ,  -10.4281616     ,   0.00000000     ,   0.00000000     ,   16.0212898     ,  0.411738724     ,   1.37834096     ,  -1.59674644     ,   54.6818542     ,  -61.4939194     ,  -9.81224251     ,  -18.2210503     ,   37.5648994     ,   41.8600006     ,   10.6855431     ,   31.1744576     ,   6.55872583     ,   22.8295555     ,  0.613794327     ,  0.681266844     ,   2.48424625     ,   10.2596312    
   202.125000     ,           7 ,          20 ,           4 ,   9.96000022E-02 ,   2.09286460E-03 ,   47.7240982     ,  -65.4300079     ,   59.4211693     ,   9.48691750     ,   51.2021790     ,   45.0394592     ,  -10.5819397     ,   0.00000000     ,   0.00000000     ,   34.4575195     ,  0.413869828     ,   1.33673108     ,  -2.68463898     ,   54.8480682     ,  -59.4211693     ,  -9.48691750     ,  -16.7446594     ,   37.3641243     ,   71.2300034     ,   20.6536541     ,   50.5763474     ,   13.1464672     ,   36.8973808     ,  0.636520147     ,  0.677357674     ,   2.80588651     ,   10.4811878    
   202.166672     ,           7 ,          20 ,           5 ,   9.27000046E-02 ,   2.92030582E-03 ,   67.4019928     ,  -64.6000061     ,   56.9541245     ,   9.25247192     ,   69.0085831     ,   63.9832191     ,  -10.5418701     ,   0.00000000     ,   0.00000000     ,   53.4413490     ,  0.415846646     ,   1.28774345     ,  -3.41877365     ,   54.0581360     ,  -56.9541245     ,  -9.25247192     ,  -15.5672340     ,   37.1774673     ,   100.599998     ,   31.1754646     ,   69.4245377     ,   20.5286751     ,   50.5637970     ,  0.658488154     ,  0.675348461     ,   3.14288902     ,   10.6213551    
   202.208328     ,           7 ,          20 ,           6 ,   9.49999988E-02 ,   3.96373123E-03 ,   86.9860992     ,  -64.7799835     ,   56.5470276     ,   8.26853943     ,   87.0216827     ,   83.0686569     ,  -10.6601868     ,   0.00000000     ,   0.00000000     ,   72.4084702     ,  0.417700440     ,   1.23438036     ,  -3.91744232     ,   54.1197968     ,  -56.5470276     ,  -8.26853943     ,  -14.6132126     ,   37.0022507     ,   129.830002     ,   42.5296783     ,   87.3003235     ,   28.8041592     ,   63.4943504     ,  0.677271962     ,  0.673596561     ,   3.48301744     ,   10.7480440    
   202.250000     ,           7 ,          20 ,           7 ,  0.100500003     ,   5.10676112E-03 ,   95.0461960     ,  -64.7800140     ,   57.9205017     ,   7.14199972     ,   95.3286819     ,   91.3029938     ,  -10.7445984     ,   0.00000000     ,   0.00000000     ,   80.5583954     ,  0.419454843     ,   1.18000114     ,  -3.74320221     ,   54.0354156     ,  -57.9205017     ,  -7.14199972     ,  -14.7702866     ,   36.8251495     ,   141.860001     ,   48.4071312     ,   93.4528732     ,   33.5364685     ,   67.9113083     ,  0.692800164     ,  0.672344625     ,   3.80403185     ,   10.8516445    
   202.291672     ,           7 ,          20 ,           8 ,   8.92999992E-02 ,   7.39625096E-03 ,   181.328796     ,  -48.5899963     ,   53.8424492     ,   4.36224079     ,   190.943497     ,   177.996094     ,  -8.12399292     ,   0.00000000     ,   0.00000000     ,   169.872101     ,  0.421242237     ,   1.12820959     ,  -3.33270264     ,   40.4660034     ,  -53.8424492     ,  -4.36224079     ,  -21.0713959     ,   36.5724945     ,   270.640015     ,   70.4233780     ,   200.216644     ,   50.3126221     ,   147.460815     ,  0.714430690     ,  0.683607101     ,   3.93444800     ,   10.4336185    
   202.333328     ,           7 ,          20 ,           9 ,   8.61000046E-02 ,   1.03399046E-02 ,   209.013184     ,  -25.7599792     ,   59.6277122     ,   2.61981583     ,   245.500732     ,   210.298843     ,  -4.35656738     ,   0.00000000     ,   0.00000000     ,   205.942276     ,  0.423817098     ,   1.08270311     ,   1.28565979     ,   21.4034119     ,  -59.6277122     ,  -2.61981583     ,  -39.5584564     ,   36.0981712     ,   311.959991     ,   43.6184616     ,   268.341522     ,   32.1441994     ,   201.521194     ,  0.736940205     ,  0.700302780     ,   3.92946839     ,   9.80523682    
   202.375000     ,           7 ,          20 ,          10 ,   9.18000042E-02 ,   1.29979840E-02 ,   171.761185     ,  -7.82000732     ,   55.5969162     ,   2.14573407     ,   221.683823     ,   176.166565     ,  -1.35144043     ,   0.00000000     ,   0.00000000     ,   174.815125     ,  0.428731710     ,   1.04702961     ,   4.40538025     ,   6.46856689     ,  -55.5969162     ,  -2.14573407     ,  -46.8686981     ,   35.5361977     ,   256.359985     ,   10.9536438     ,   245.406342     ,   8.26620197     ,   187.474426     ,  0.754653156     ,  0.714614034     ,   3.90565276     ,   9.33013248    
   202.416672     ,           7 ,          20 ,          11 ,   9.51000005E-02 ,   1.54534858E-02 ,   146.783585     ,  -3.32998657     ,   59.3820152     ,   1.95322347     ,   204.788834     ,   151.667007     , -0.590576172     ,   0.00000000     ,   0.00000000     ,   151.076431     ,  0.434694558     ,   1.02422595     ,   4.88342285     ,   2.73941040     ,  -59.3820152     ,  -1.95322347     ,  -53.7124023     ,   34.8921623     ,   219.080002     ,   4.02401066     ,   215.055984     ,   3.06833076     ,   165.450577     ,  0.762505651     ,  0.719608903     ,   3.96831918     ,   9.26917648    
   202.458328     ,           7 ,          20 ,          12 ,  0.101999998     ,   1.81735624E-02 ,   172.558487     ,  -3.19000244     ,   55.3625565     ,   2.12336564     ,   226.854416     ,   179.061371     , -0.583007812     ,   0.00000000     ,   0.00000000     ,   178.478363     ,  0.441721737     ,   1.01637590     ,   6.50288391     ,   2.60699463     ,  -55.3625565     ,  -2.12336564     ,  -48.3760529     ,   34.3121147     ,   257.549988     ,   4.53077650     ,   253.019211     ,   3.46894050     ,   195.488144     ,  0.765639305     ,  0.721775234     ,   4.03157043     ,   9.35362816    
   202.500000     ,           7 ,          20 ,          13 ,  0.102800004     ,   2.13690642E-02 ,   220.838669     ,  -7.17999268     ,   52.1965408     ,  0.649689257     ,   266.504913     ,   229.272797     ,  -1.34851074     ,   0.00000000     ,   0.00000000     ,   227.924286     ,  0.448234707     ,   1.02422595     ,   8.43412781     ,   5.83148193     ,  -52.1965408     , -0.649689257     ,  -38.5806274     ,   33.8495178     ,   329.609985     ,   12.9349966     ,   316.674988     ,   9.88058949     ,   244.866974     ,  0.763864875     ,  0.720807493     ,   4.08565140     ,   9.56200504    
   202.541672     ,           7 ,          20 ,          14 ,  0.110600002     ,   2.52456609E-02 ,   305.834869     ,  -34.8499756     ,   54.3907318     ,  -2.06746888     ,   323.308136     ,   311.169434     ,  -6.69088745     ,   0.00000000     ,  -0.00000000     ,   304.478546     ,  0.453558564     ,   1.04702961     ,   5.33456421     ,   28.1590881     ,  -54.3907318     ,   2.06746888     ,  -18.8295898     ,   33.6237450     ,   456.470001     ,   85.4477615     ,   371.022247     ,   63.7967033     ,   281.947144     ,  0.746616423     ,  0.702874541     ,   4.33889484     ,   10.5016251    
   202.583328     ,           7 ,          20 ,          15 ,  0.110500000     ,   2.98689250E-02 ,   388.325287     ,  -57.1799927     ,   61.6597176     ,  -7.22472334     ,   385.580292     ,   387.420105     ,  -11.0972290     ,   0.00000000     ,  -0.00000000     ,   376.322876     ,  0.456199825     ,   1.08270311     , -0.905181885     ,   46.0827637     ,  -61.6597176     ,   7.22472334     ,  -9.25741577     ,   33.5127449     ,   579.590027     ,   176.569443     ,   403.020569     ,   128.722397     ,   301.744385     ,  0.729018509     ,  0.688193202     ,   4.43709517     ,   11.2351704    
