days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   189.000000     ,           7 ,           8 ,           1 ,  -1.99999958E-02 ,   0.00000000     ,   103.280609     ,  -71.1999817     ,   76.4950790     ,   5.07726526     ,   0.00000000     ,   75.9867401     ,  -1.32272339     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.39600778     ,  -27.2938690     ,   69.8772583     ,  -76.4950790     ,  -5.07726526     ,   0.00000000     ,   149.000000     ,   178.070007     ,   43.4394989     ,   134.630508     ,   16.8415546     ,   67.5881577     ,  0.387701392     ,  0.492600799     ,   1.10929668     ,   4.79481363    
   189.041672     ,           7 ,           8 ,           2 ,  -1.99999958E-02 ,   0.00000000     ,   89.5984039     ,  -71.1299896     ,   74.7620926     ,   5.80169010     ,   0.00000000     ,   65.9660492     ,  -1.32144165     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.37635529     ,  -23.6323547     ,   69.8085480     ,  -74.7620926     ,  -5.80169010     ,   0.00000000     ,   149.000000     ,   154.479996     ,   40.6856613     ,   113.794334     ,   16.4353657     ,   56.8602448     ,  0.403959632     ,  0.490204751     ,   1.17952156     ,   4.82990503    
   189.083328     ,           7 ,           8 ,           3 ,  -1.99999958E-02 ,   0.00000000     ,   56.0860023     ,  -69.8099976     ,   76.5099182     ,   5.76039219     ,   0.00000000     ,   41.6136894     ,  -1.29690552     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.34493184     ,  -14.4723129     ,   68.5130920     ,  -76.5099182     ,  -5.76039219     ,   0.00000000     ,   149.000000     ,   96.6999969     ,   26.9503860     ,   69.7496109     ,   11.5146885     ,   34.7227440     ,  0.427255034     ,  0.488313973     ,   1.28309000     ,   4.85759687    
   189.125000     ,           7 ,           8 ,           4 ,  -1.99999958E-02 ,   0.00000000     ,   70.4496994     ,  -68.8500061     ,   80.0348282     ,   10.4712763     ,   0.00000000     ,   52.7080002     ,  -1.27908325     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.30363107     ,  -17.7416992     ,   67.5709229     ,  -80.0348282     ,  -10.4712763     ,   0.00000000     ,   149.000000     ,   121.464996     ,   36.6327705     ,   84.8322296     ,   16.5683365     ,   41.9961090     ,  0.452281833     ,  0.485490620     ,   1.41200101     ,   4.89894676    
   189.166672     ,           7 ,           8 ,           5 ,  -1.99999958E-02 ,   0.00000000     ,   84.8134003     ,  -68.5000000     ,   76.8044281     ,   7.88244200     ,   0.00000000     ,   64.2895355     ,  -1.27258301     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.25493360     ,  -20.5238647     ,   67.2274170     ,  -76.8044281     ,  -7.88244200     ,   0.00000000     ,   149.000000     ,   146.229996     ,   45.8425865     ,   100.387405     ,   21.8808193     ,   49.5520058     ,  0.477303326     ,  0.484022141     ,   1.54930341     ,   4.92045307    
   189.208328     ,           7 ,           8 ,           6 ,  -1.99999958E-02 ,   0.00000000     ,   99.8586044     ,  -68.6999969     ,   70.8438644     ,   3.37789369     ,   0.00000000     ,   76.6184006     ,  -1.27627563     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.20179331     ,  -23.2402039     ,   67.4237213     ,  -70.8438644     ,  -3.37789369     ,   0.00000000     ,   149.000000     ,   172.169998     ,   56.2619820     ,   115.908012     ,   28.1048698     ,   57.0266953     ,  0.499535739     ,  0.482383490     ,   1.68880057     ,   4.94445229    
   189.250000     ,           7 ,           8 ,           7 ,  -1.99999958E-02 ,   0.00000000     ,   117.299210     ,  -69.6599884     ,   68.1200027     , -0.430557251     ,   0.00000000     ,   91.0314484     ,  -1.29412842     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,   1.14753652     ,  -26.2677612     ,   68.3658600     ,  -68.1200027     ,  0.430557251     ,   0.00000000     ,   149.000000     ,   202.240005     ,   68.1286774     ,   134.111328     ,   35.3271370     ,   65.8189240     ,  0.518535495     ,  0.481139064     ,   1.82023287     ,   4.96267700    
   189.291672     ,           7 ,           8 ,           8 ,  -1.99999958E-02 ,   1.46081590E-03 ,   134.739807     ,  -71.2500153     ,   63.4300079     ,  -5.08775234     ,   121.832047     ,   105.525116     ,  -1.32366943     ,   0.00000000     ,  -0.00000000     ,   104.201447     ,  0.136725500     ,   1.09575725     ,  -29.2146912     ,   69.9263458     ,  -63.4300079     ,   5.08775234     ,  -17.6306000     ,   148.788605     ,   232.309998     ,   81.2170639     ,   151.092941     ,   43.3299332     ,   73.9201965     ,  0.533507764     ,  0.479568183     ,   1.93956184     ,   4.98568439    
   189.333328     ,           7 ,           8 ,           9 ,  -2.99999937E-02 ,   3.52548389E-03 ,   191.510208     ,  -72.7700043     ,   66.9754181     ,  -13.5223303     ,   172.193298     ,   151.114929     ,  -1.35568237     ,   0.00000000     ,  -0.00000000     ,   149.759247     ,  0.136917338     ,   1.05017138     ,  -40.3952789     ,   71.4143219     ,  -66.9754181     ,   13.5223303     ,  -22.4340515     ,   148.519608     ,   330.190002     ,   120.040421     ,   210.149582     ,   65.3961792     ,   102.509308     ,  0.544784665     ,  0.478068799     ,   2.04250574     ,   5.01486683    
   189.375000     ,           7 ,           8 ,          10 ,  -2.99999937E-02 ,   5.93397161E-03 ,   231.176407     ,  -76.4199982     ,   59.2235413     ,  -13.1120567     ,   200.867889     ,   183.193024     ,  -1.42877197     ,   0.00000000     ,  -0.00000000     ,   181.764252     ,  0.137162223     ,   1.01437199     ,  -47.9833832     ,   74.9912262     ,  -59.2235413     ,   13.1120567     ,  -19.1036377     ,   148.290543     ,   398.579987     ,   156.251846     ,   242.328140     ,   86.1024170     ,   117.445389     ,  0.551048934     ,  0.474835992     ,   2.13222885     ,   5.07153511    
   189.416672     ,           7 ,           8 ,          11 ,  -1.99999958E-02 ,   8.66703130E-03 ,   270.164001     ,  -76.7699890     ,   55.4113655     ,  -20.8682423     ,   227.937134     ,   215.062943     ,  -1.43960571     ,   0.00000000     ,  -0.00000000     ,   213.623337     ,  0.137371451     ,  0.991456509     ,  -55.1010590     ,   75.3303833     ,  -55.4113655     ,   20.8682423     ,  -14.3137970     ,   148.118912     ,   465.799988     ,   181.949844     ,   283.850159     ,   101.266449     ,   137.692383     ,  0.556562424     ,  0.475247860     ,   2.17675209     ,   5.07340765    
   189.458328     ,           7 ,           8 ,          12 ,  -2.99999937E-02 ,   1.17755905E-02 ,   305.729614     ,  -79.0400085     ,   48.2668762     ,  -15.7027082     ,   259.253784     ,   243.486572     ,  -1.48556519     ,   0.00000000     ,  -0.00000000     ,   242.001007     ,  0.137528628     ,  0.983562171     ,  -62.2430420     ,   77.5544434     ,  -48.2668762     ,   15.7027082     ,  -17.2527771     ,   147.912048     ,   527.119995     ,   214.525803     ,   312.594177     ,   119.462494     ,   151.078140     ,  0.556867719     ,  0.473407030     ,   2.20362687     ,   5.10642242    
   189.500000     ,           7 ,           8 ,          13 ,  -9.99999791E-03 ,   1.50966588E-02 ,   334.457031     ,  -79.8799896     ,   43.0085030     ,  -20.6084194     ,   276.977112     ,   266.047668     ,  -1.50546265     ,   0.00000000     ,  -0.00000000     ,   264.542206     ,  0.137718543     ,  0.991456509     ,  -68.4093628     ,   78.3745270     ,  -43.0085030     ,   20.6084194     ,  -12.4349060     ,   147.762955     ,   576.650024     ,   236.764359     ,   339.885681     ,   131.407730     ,   164.200775     ,  0.555014849     ,  0.473176956     ,   2.19287634     ,   5.11701918    
