days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   182.000000     ,           7 ,           1 ,           1 , -0.109999992     ,   0.00000000     ,   117.641411     ,  -84.4099884     ,   249.953110     ,   63.5470047     ,   0.00000000     ,   79.7848282     ,  -1.56814575     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.38519716     ,  -37.8565826     ,   82.8418427     ,  -249.953110     ,  -63.5470047     ,   0.00000000     ,   149.000000     ,   202.830002     ,   89.0196457     ,   113.810356     ,   34.1996727     ,   54.4501419     ,  0.384181172     ,  0.468555748     ,   1.18981552     ,   5.14696789    
   182.041672     ,           7 ,           1 ,           2 , -0.119999997     ,   0.00000000     ,   103.277710     ,  -85.9299927     ,   265.381226     ,   60.4456711     ,   0.00000000     ,   70.1171341     ,  -1.59637451     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.36559772     ,  -33.1605759     ,   84.3336182     ,  -265.381226     ,  -60.4456711     ,   0.00000000     ,   149.000000     ,   178.065002     ,   84.7424393     ,   93.3225632     ,   33.6779442     ,   44.2299881     ,  0.397415340     ,  0.463989615     ,   1.26762223     ,   5.21384144    
   182.083328     ,           7 ,           1 ,           3 , -0.119999997     ,   0.00000000     ,   88.9140091     ,  -86.4099884     ,   286.789520     ,   97.9040375     ,   0.00000000     ,   60.7396431     ,  -1.60528564     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.33425057     ,  -28.1743660     ,   84.8047028     ,  -286.789520     ,  -97.9040375     ,   0.00000000     ,   149.000000     ,   153.300003     ,   80.8608856     ,   72.4391174     ,   33.6082993     ,   33.8801956     ,  0.415631115     ,  0.457629859     ,   1.38749516     ,   5.30698395    
   182.125000     ,           7 ,           1 ,           4 , -0.109999992     ,   0.00000000     ,   92.3331146     ,  -86.3500061     ,   261.650696     ,   90.6222916     ,   0.00000000     ,   64.0550461     ,  -1.60418701     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.29303408     ,  -28.2780685     ,   84.7458191     ,  -261.650696     ,  -90.6222916     ,   0.00000000     ,   149.000000     ,   159.195007     ,   91.6264725     ,   67.5685349     ,   39.9634476     ,   31.2088242     ,  0.436156124     ,  0.451697826     ,   1.53466821     ,   5.39386177    
   182.166672     ,           7 ,           1 ,           5 , -0.119999997     ,   0.00000000     ,   95.7522049     ,  -82.8800049     ,   246.879608     ,   64.0965652     ,   0.00000000     ,   68.4978867     ,  -1.53970337     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.24441206     ,  -27.2543182     ,   81.3403015     ,  -246.879608     ,  -64.0965652     ,   0.00000000     ,   149.000000     ,   165.089996     ,   94.6412506     ,   70.4487457     ,   43.5500870     ,   32.5586815     ,  0.460159689     ,  0.451980352     ,   1.67910194     ,   5.38972425    
   182.208328     ,           7 ,           1 ,           6 , -0.119999997     ,   0.00000000     ,   112.856407     ,  -80.8800049     ,   243.674728     ,   30.8029251     ,   0.00000000     ,   82.9974136     ,  -1.50256348     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.19132352     ,  -29.8589935     ,   79.3774414     ,  -243.674728     ,  -30.8029251     ,   0.00000000     ,   149.000000     ,   194.580002     ,   110.353447     ,   84.2265549     ,   53.2305565     ,   38.9887962     ,  0.482364237     ,  0.452736974     ,   1.82267952     ,   5.37864304    
   182.250000     ,           7 ,           1 ,           7 , -0.119999997     ,   0.00000000     ,   120.721207     ,  -82.1900024     ,   235.255676     ,   30.1673279     ,   0.00000000     ,   90.4111176     ,  -1.52688599     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.13708496     ,  -30.3100891     ,   80.6631165     ,  -235.255676     ,  -30.1673279     ,   0.00000000     ,   149.000000     ,   208.139999     ,   124.010963     ,   84.1290359     ,   61.8051109     ,   38.6516876     ,  0.498384237     ,  0.449200809     ,   1.97524381     ,   5.43043232    
   182.291672     ,           7 ,           1 ,           8 , -0.119999997     ,   0.00000000     ,   128.586014     ,  -83.6399994     ,   229.687393     ,   20.7117901     ,   0.00000000     ,   97.9989548     ,  -1.55383301     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.08528864     ,  -30.5870590     ,   82.0861664     ,  -229.687393     ,  -20.7117901     ,   0.00000000     ,   149.000000     ,   221.699997     ,   134.453568     ,   87.2464371     ,   68.9164047     ,   39.9713287     ,  0.512566566     ,  0.447885871     ,   2.10522127     ,   5.44969034    
   182.333328     ,           7 ,           1 ,           9 , -0.119999997     ,   0.00000000     ,   207.924210     ,  -81.6399841     ,   181.075195     ,   11.9353094     ,   0.00000000     ,   160.978653     ,  -1.51666260     ,   0.00000000     ,   0.00000000     ,   0.00000000     ,  0.136725500     ,   1.03965735     ,  -46.9455566     ,   80.1233215     ,  -181.075195     ,  -11.9353094     ,   0.00000000     ,   149.000000     ,   358.489990     ,   211.043594     ,   147.446396     ,   110.996582     ,   67.8685837     ,  0.525941491     ,  0.450077027     ,   2.19742298     ,   5.41759920    
   182.375000     ,           7 ,           1 ,          10 , -0.119999997     ,   0.00000000     ,   247.596222     ,  -83.5599976     ,   143.473526     ,  -16.7715816     ,   0.00000000     ,   193.741928     ,  -1.55233765     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,   1.00380099     ,  -53.8542938     ,   82.0076599     ,  -143.473526     ,   16.7715816     ,   0.00000000     ,   149.000000     ,   426.890015     ,   245.374710     ,   181.515305     ,   131.412994     ,   83.8558197     ,  0.535560489     ,  0.451792210     ,   2.26471496     ,   5.39247990    
   182.416672     ,           7 ,           1 ,          11 , -0.119999997     ,   0.00000000     ,   287.262421     ,  -87.0200043     ,   110.260361     ,  -17.3530712     ,   0.00000000     ,   225.553116     ,  -1.61660767     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,  0.980838180     ,  -61.7093048     ,   85.4033966     ,  -110.260361     ,   17.3530712     ,   0.00000000     ,   149.000000     ,   495.279999     ,   304.966217     ,   190.313782     ,   163.637451     ,   86.9771271     ,  0.536575675     ,  0.446741343     ,   2.33821988     ,   5.46645260    
   182.458328     ,           7 ,           1 ,          12 , -0.119999997     ,   0.00000000     ,   324.196838     ,  -88.4700012     ,   125.862022     ,  -35.0375328     ,   0.00000000     ,   255.026840     ,  -1.64355469     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,  0.972925484     ,  -69.1699982     ,   86.8264465     ,  -125.862022     ,   35.0375328     ,   0.00000000     ,   149.000000     ,   558.960022     ,   345.657990     ,   213.302002     ,   185.948380     ,   97.4147797     ,  0.537954807     ,  0.446414530     ,   2.35601544     ,   5.47123861    
   182.500000     ,           7 ,           1 ,          13 , -0.119999997     ,   0.00000000     ,   353.608612     ,  -90.6799927     ,   104.782921     ,  -32.0685158     ,   0.00000000     ,   277.487793     ,  -1.68463135     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,  0.980838180     ,  -76.1208191     ,   88.9953613     ,  -104.782921     ,   32.0685158     ,   0.00000000     ,   149.000000     ,   609.669983     ,   382.268524     ,   227.401489     ,   204.702896     ,   103.616875     ,  0.535495043     ,  0.445352048     ,   2.34560585     ,   5.48680019    
   182.541672     ,           7 ,           1 ,          14 , -0.119999997     ,   0.00000000     ,   373.444611     ,  -93.7200012     ,   63.0392799     ,  -37.0097923     ,   0.00000000     ,   291.112152     ,  -1.74111938     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,   1.00380087     ,  -82.3324585     ,   91.9788818     ,  -63.0392799     ,   37.0097923     ,   0.00000000     ,   149.000000     ,   643.869995     ,   409.490509     ,   234.379471     ,   216.916122     ,   106.541809     ,  0.529721975     ,  0.444245100     ,   2.30359650     ,   5.50301170    
   182.583328     ,           7 ,           1 ,          15 , -0.119999997     ,   0.00000000     ,   386.436646     ,  -94.4100037     ,   48.0627670     ,  -41.0125008     ,   0.00000000     ,   298.183319     ,  -1.75390625     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.136725500     ,   1.03965735     ,  -88.2533264     ,   92.6560974     ,  -48.0627670     ,   41.0125008     ,   0.00000000     ,   149.000000     ,   666.270020     ,   421.077026     ,   245.192993     ,   219.739044     ,   111.575783     ,  0.521849990     ,  0.444737434     ,   2.22352123     ,   5.49580097    
