days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   182.000000     ,           7 ,           1 ,           1 , -0.166999996     ,   1.46197947E-03 ,   85.1873016     ,  -71.1199951     ,   102.669365     ,   5.19242048     ,   121.929092     ,   78.1777420     ,  -1.31210327     ,   0.00000000     ,   0.00000000     ,   76.8656387     ,  0.136247396     ,   1.38519716     ,  -7.00955963     ,   69.8078918     ,  -102.669365     ,  -5.19242048     ,  -45.0634537     ,   185.459671     ,   198.110001     ,   50.8144836     ,   147.295517     ,   18.2757187     ,   68.5884399     ,  0.359655708     ,  0.455608547     ,   1.01747799     ,   4.26435995    
   182.041672     ,           7 ,           1 ,           2 , -0.166999996     ,   2.91290018E-03 ,   74.0331039     ,  -72.3099976     ,   110.666771     ,   8.61691284     ,   121.006790     ,   67.9800797     ,  -1.34167480     ,   0.00000000     ,   0.00000000     ,   66.6384048     ,  0.136639431     ,   1.36559772     ,  -6.05302429     ,   70.9683228     ,  -110.666771     ,  -8.61691284     ,  -54.3683853     ,   184.807770     ,   172.169998     ,   48.2338448     ,   123.936150     ,   18.0978699     ,   57.4355545     ,  0.375211030     ,  0.453284591     ,   1.08051419     ,   4.30667686    
   182.083328     ,           7 ,           1 ,           3 , -0.166999996     ,   4.37542330E-03 ,   56.0311470     ,  -75.2800140     ,   133.289658     ,   7.93362617     ,   121.974411     ,   51.6053772     ,  -1.40646362     ,   0.00000000     ,   0.00000000     ,   50.1989136     ,  0.137115404     ,   1.33425057     ,  -4.42576981     ,   73.8735504     ,  -133.289658     ,  -7.93362617     ,  -71.7754974     ,   183.947159     ,   130.304993     ,   41.0514565     ,   89.2535400     ,   16.2819824     ,   41.0573273     ,  0.396623731     ,  0.449727058     ,   1.17710698     ,   4.36756182    
   182.125000     ,           7 ,           1 ,           4 , -0.157000005     ,   5.69902267E-03 ,   38.0292015     ,  -76.7299957     ,   145.825546     ,   3.26342821     ,   110.388184     ,   35.4067841     ,  -1.44671631     ,   0.00000000     ,   0.00000000     ,   33.9600677     ,  0.137748852     ,   1.29303408     ,  -2.62241745     ,   75.2832794     ,  -145.825546     ,  -3.26342821     ,  -76.4281158     ,   183.030762     ,   88.4400024     ,   30.4841385     ,   57.9558640     ,   12.8322382     ,   26.5086346     ,  0.420948029     ,  0.446965992     ,   1.29537106     ,   4.42370033    
   182.166672     ,           7 ,           1 ,           5 , -0.157000005     ,   7.65556935E-03 ,   75.0478973     ,  -77.5500031     ,   165.975204     , -0.297139376     ,   163.175964     ,   70.9022446     ,  -1.47662354     ,   0.00000000     ,  -0.00000000     ,   69.4256210     ,  0.138429776     ,   1.24441206     ,  -4.14565277     ,   76.0733795     ,  -165.975204     ,  0.297139376     ,  -93.7503433     ,   181.906662     ,   174.529999     ,   64.7605591     ,   109.769440     ,   28.8119240     ,   49.9683533     ,  0.444899261     ,  0.444637358     ,   1.42554986     ,   4.47607851    
   182.208328     ,           7 ,           1 ,           6 , -0.166999996     ,   9.74907633E-03 ,   89.7538986     ,  -77.0000000     ,   166.563095     ,  -4.71850348     ,   174.598480     ,   86.4498978     ,  -1.48394775     ,   0.00000000     ,  -0.00000000     ,   84.9659500     ,  0.139274225     ,   1.19132352     ,  -3.30400085     ,   75.5160522     ,  -166.563095     ,   4.71850348     ,  -89.6325302     ,   180.831924     ,   208.729996     ,   79.1153259     ,   129.614670     ,   37.0327454     ,   59.0226974     ,  0.468085617     ,  0.444667995     ,   1.55377197     ,   4.50375557    
   182.250000     ,           7 ,           1 ,           7 , -0.157000005     ,   1.17632812E-02 ,   100.908104     ,  -74.1000214     ,   156.768341     ,  -15.5917511     ,   167.984665     ,   99.1366425     ,  -1.44476318     ,   0.00000000     ,  -0.00000000     ,   97.6918793     ,  0.140091211     ,   1.13708496     ,  -1.77146149     ,   72.6552582     ,  -156.768341     ,   15.5917511     ,  -70.2927856     ,   179.989090     ,   234.669998     ,   86.5323715     ,   148.137619     ,   42.3620033     ,   67.7898178     ,  0.489550948     ,  0.446828365     ,   1.66877127     ,   4.50301170    
   182.291672     ,           7 ,           1 ,           8 , -0.166999996     ,   1.35389920E-02 ,   112.062294     ,  -75.4900055     ,   126.587204     ,  -15.0652151     ,   148.094269     ,   111.435089     ,  -1.48541260     ,   0.00000000     ,  -0.00000000     ,   109.949677     ,  0.140738606     ,   1.08528864     , -0.627204895     ,   74.0045929     ,  -126.587204     ,   15.0652151     ,  -38.1445923     ,   179.531723     ,   260.609985     ,   100.583443     ,   160.026550     ,   50.7755241     ,   73.0412445     ,  0.504809976     ,  0.445521653     ,   1.78225827     ,   4.54133272    
   182.333328     ,           7 ,           1 ,           9 , -0.166999996     ,   1.57439467E-02 ,   151.110611     ,  -72.1599884     ,   118.553764     ,  -13.6111708     ,   183.893219     ,   152.159073     ,  -1.42700195     ,   0.00000000     ,  -0.00000000     ,   150.732071     ,  0.141092420     ,   1.03965735     ,   1.04846191     ,   70.7329865     ,  -118.553764     ,   13.6111708     ,  -33.1611481     ,   179.134109     ,   351.420013     ,   129.672287     ,   221.747726     ,   67.3148270     ,   101.750816     ,  0.519114971     ,  0.447941303     ,   1.86023712     ,   4.52168274    
   182.375000     ,           7 ,           1 ,          10 , -0.166999996     ,   1.88590270E-02 ,   185.080612     ,  -76.6499939     ,   170.320938     ,  -18.9538441     ,   259.797699     ,   187.408829     ,  -1.52239990     ,   0.00000000     ,  -0.00000000     ,   185.886429     ,  0.141401440     ,   1.00380099     ,   2.32821655     ,   75.1275940     ,  -170.320938     ,   18.9538441     ,  -73.9112701     ,   178.247879     ,   430.420013     ,   169.097290     ,   261.322723     ,   88.9473419     ,   119.284698     ,  0.526012838     ,  0.445450902     ,   1.93755424     ,   4.56420708    
