days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   182.000000     ,           7 ,           1 ,           1 , -0.166999996     ,   1.51995526E-04 ,   59.4330025     ,  -71.1199951     ,   53.1483994     ,  -28.7849808     ,   12.6764259     ,   96.1858521     ,  -4.18356323     ,   0.00000000     ,  -0.00000000     ,   92.0022888     ,  0.244978666     ,   1.38519716     ,   36.7528496     ,   66.9364319     ,  -53.1483994     ,   28.7849808     ,   79.3258667     ,   100.951149     ,   198.110001     ,   58.8452339     ,   139.264771     ,   27.0219154     ,   79.8512497     ,  0.459203124     ,  0.546713233     ,   1.44252729     ,   6.10185337    
   182.041672     ,           7 ,           1 ,           2 , -0.166999996     ,   2.11998311E-04 ,   51.6510010     ,  -72.3099976     ,   55.7268829     ,  -30.0636539     ,   5.00423241     ,   83.1694489     ,  -4.17837524     ,   0.00000000     ,  -0.00000000     ,   78.9910736     ,  0.242760524     ,   1.36559772     ,   31.5184479     ,   68.1316223     ,  -55.7268829     ,   30.0636539     ,   73.9868393     ,   101.838280     ,   172.169998     ,   55.8876724     ,   116.282326     ,   26.3367786     ,   66.0737228     ,  0.471244872     ,  0.541737914     ,   1.52590704     ,   6.13859034    
   182.083328     ,           7 ,           1 ,           3 , -0.166999996     ,   2.11998311E-04 ,   39.0914993     ,  -75.2800140     ,   67.6250305     ,  -37.6073456     ,   0.00000000     ,   62.7272224     ,  -4.27880859     ,   0.00000000     ,  -0.00000000     ,   58.4484138     ,  0.240726888     ,   1.33425057     ,   23.6357231     ,   71.0012054     ,  -67.6250305     ,   37.6073456     ,   58.4484138     ,   102.539101     ,   130.304993     ,   47.5655479     ,   82.7394409     ,   23.2285671     ,   46.4683495     ,  0.488348573     ,  0.535204351     ,   1.65804267     ,   6.20872498    
   182.125000     ,           7 ,           1 ,           4 , -0.157000005     ,   2.11998311E-04 ,   26.5320015     ,  -76.7299957     ,   72.5862579     ,  -46.4511833     ,   0.00000000     ,   42.7419853     ,  -4.30514526     ,   0.00000000     ,  -0.00000000     ,   38.4368401     ,  0.239143819     ,   1.29303408     ,   16.2099838     ,   72.4248505     ,  -72.5862579     ,   46.4511833     ,   38.4368401     ,   102.999977     ,   88.4400024     ,   35.3410645     ,   53.0989380     ,   17.9627514     ,   29.5283451     ,  0.508268535     ,  0.529713690     ,   1.82008660     ,   6.26990891    
   182.166672     ,           7 ,           1 ,           5 , -0.157000005     ,   2.11998311E-04 ,   52.3590012     ,  -77.5500031     ,   79.6791992     ,  -57.8378487     ,   0.00000000     ,   85.0320129     ,  -4.31448364     ,   0.00000000     ,  -0.00000000     ,   80.7175293     ,  0.238113835     ,   1.24441206     ,   32.6730118     ,   73.2355194     ,  -79.6791992     ,   57.8378487     ,   80.7175293     ,   103.967812     ,   174.529999     ,   75.2058487     ,   99.3241501     ,   39.7101364     ,   54.7698822     ,  0.528019249     ,  0.524999082     ,   2.00000620     ,   6.33076763    
   182.208328     ,           7 ,           1 ,           6 , -0.166999996     ,   3.11186624E-04 ,   62.6189995     ,  -77.0000000     ,   82.5914688     ,  -59.9381599     ,   8.27230453     ,   102.913399     ,  -4.20883179     ,   0.00000000     ,  -0.00000000     ,   98.7045670     ,  0.235978976     ,   1.19132352     ,   40.2943993     ,   72.7911682     ,  -82.5914688     ,   59.9381599     ,   90.4322662     ,   105.052132     ,   208.729996     ,   91.7204819     ,   117.009514     ,   50.1536903     ,   64.1945267     ,  0.546810150     ,  0.522527933     ,   2.16433668     ,   6.31790924    
   182.250000     ,           7 ,           1 ,           7 , -0.157000005     ,   4.66854777E-04 ,   70.4010010     ,  -74.1000214     ,   80.5543747     ,  -63.8726311     ,   12.9827232     ,   117.259209     ,  -3.97158813     ,   0.00000000     ,  -0.00000000     ,   113.287621     ,  0.233631372     ,   1.13708496     ,   46.8582077     ,   70.1284332     ,  -80.5543747     ,   63.8726311     ,   100.304901     ,   106.254829     ,   234.669998     ,   100.044586     ,   134.625412     ,   56.4747963     ,   73.8132172     ,  0.564496279     ,  0.522703886     ,   2.30217505     ,   6.24908066    
   182.291672     ,           7 ,           1 ,           8 , -0.166999996     ,   5.17346431E-04 ,   78.1829987     ,  -75.4900055     ,   59.8469048     ,  -58.3288918     ,   4.21100616     ,   130.850021     ,  -3.95977783     ,   0.00000000     ,  -0.00000000     ,   126.890244     ,  0.231080532     ,   1.08528864     ,   52.6670227     ,   71.5302277     ,  -59.8469048     ,   58.3288918     ,   122.679237     ,   107.725807     ,   260.609985     ,   116.415779     ,   144.194199     ,   66.9962311     ,   78.3926773     ,  0.575491011     ,  0.518398225     ,   2.44264364     ,   6.25751877    
   182.333328     ,           7 ,           1 ,           9 , -0.166999996     ,   9.83022153E-04 ,   105.426010     ,  -72.1599884     ,   58.4435654     ,  -52.8722343     ,   38.8373528     ,   177.758835     ,  -3.68771362     ,   0.00000000     ,  -0.00000000     ,   174.071121     ,  0.228034139     ,   1.03965735     ,   72.3328247     ,   68.4722748     ,  -58.4435654     ,   52.8722343     ,   135.233765     ,   109.347313     ,   351.420013     ,   149.760834     ,   201.659180     ,   87.8858643     ,   109.623970     ,  0.586841464     ,  0.519030452     ,   2.52272749     ,   6.16009855    
   182.375000     ,           7 ,           1 ,          10 , -0.166999996     ,   1.71882089E-03 ,   129.126007     ,  -76.6499939     ,   84.5685272     ,  -75.6789246     ,   61.3656158     ,   217.447556     ,  -3.80758667     ,   0.00000000     ,  -0.00000000     ,   213.639969     ,  0.224766165     ,   1.00380099     ,   88.3215485     ,   72.8424072     ,  -84.5685272     ,   75.6789246     ,   152.274353     ,   111.173141     ,   430.420013     ,   195.088181     ,   235.331833     ,   115.114685     ,   126.493713     ,  0.590064883     ,  0.513337255     ,   2.60856104     ,   6.17129135    
