days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   202.000000     ,           7 ,          20 ,           1 ,  0.100000001     ,   8.00777634E-04 ,   47.5149994     ,  -65.6000061     ,   66.0142899     ,   18.8555641     ,   66.7848511     ,   71.2620926     ,  -13.1200256     ,   0.00000000     ,   0.00000000     ,   58.1420670     ,  0.463647604     ,   1.42987859     ,   23.7470932     ,   52.4799805     ,  -66.0142899     ,  -18.8555641     ,  -8.64278412     ,   29.8963699     ,   110.500000     ,   19.2426186     ,   91.2573776     ,   8.51435184     ,   70.6657562     ,  0.442473680     ,  0.717945814     ,   3.84281397     ,   11.1315346    
   202.041672     ,           7 ,          20 ,           2 ,   9.89999995E-02 ,   1.32249284E-03 ,   14.3878002     ,  -64.7100067     ,   71.3789139     ,   22.4543362     ,   43.5110474     ,   21.3704777     ,  -13.0138245     ,   0.00000000     ,   0.00000000     ,   8.35665321     ,  0.465033203     ,   1.41003811     ,   6.98267746     ,   51.6961823     ,  -71.3789139     ,  -22.4543362     ,  -35.1543961     ,   29.4748535     ,   33.4599991     ,   6.73113918     ,   26.7288609     ,   3.10616374     ,   20.6388130     ,  0.461461812     ,  0.714797676     ,   4.17212439     ,   11.3274269    
   202.083328     ,           7 ,          20 ,           3 ,   9.53999981E-02 ,   2.00556545E-03 ,   17.9997997     ,  -65.1100159     ,   78.9747925     ,   25.1036816     ,   56.9682617     ,   26.4854107     ,  -13.3938599     ,   0.00000000     ,   0.00000000     ,   13.0915508     ,  0.470748901     ,   1.37834096     ,   8.48561096     ,   51.7161560     ,  -78.9747925     ,  -25.1036816     ,  -43.8767090     ,   28.9487534     ,   41.8600006     ,   10.0205622     ,   31.8394394     ,   4.88837719     ,   24.5398579     ,  0.487834632     ,  0.711361647     ,   4.69905233     ,   11.6657314    
   202.125000     ,           7 ,          20 ,           4 ,   9.96000022E-02 ,   2.81006424E-03 ,   30.6289024     ,  -65.4300079     ,   77.0245132     ,   24.8717861     ,   67.0951920     ,   44.9802094     ,  -13.8488464     ,   0.00000000     ,   0.00000000     ,   31.1313629     ,  0.478067487     ,   1.33673108     ,   14.3513069     ,   51.5811615     ,  -77.0245132     ,  -24.8717861     ,  -35.9638290     ,   28.5175323     ,   71.2300034     ,   19.3580341     ,   51.8719711     ,   10.0017080     ,   39.9763031     ,  0.516669631     ,  0.709101200     ,   5.34260750     ,   11.9969482    
   202.166672     ,           7 ,          20 ,           5 ,   9.27000046E-02 ,   3.73097323E-03 ,   43.2579994     ,  -64.6000061     ,   73.9664536     ,   24.1793556     ,   76.8038025     ,   63.8825645     ,  -13.9995117     ,   0.00000000     ,   0.00000000     ,   49.8830528     ,  0.484224498     ,   1.28774345     ,   20.6245651     ,   50.6004944     ,  -73.9664536     ,  -24.1793556     ,  -26.9207497     ,   28.1947422     ,   100.599998     ,   29.2198124     ,   71.3801880     ,   15.9099665     ,   55.0706635     ,  0.544492424     ,  0.708296537     ,   6.01534843     ,   12.2226734    
   202.208328     ,           7 ,          20 ,           6 ,   9.49999988E-02 ,   4.78181895E-03 ,   55.8269005     ,  -64.7799835     ,   73.5045166     ,   23.0890808     ,   87.6405182     ,   82.8892517     ,  -14.2904968     ,   0.00000000     ,   0.00000000     ,   68.5987549     ,  0.488929659     ,   1.23438036     ,   27.0623512     ,   50.4894867     ,  -73.5045166     ,  -23.0890808     ,  -19.0417633     ,   27.9664230     ,   129.830002     ,   39.8654861     ,   89.9645157     ,   22.6533890     ,   69.4457855     ,  0.568245649     ,  0.707369924     ,   6.68899822     ,   12.4127941    
   202.250000     ,           7 ,          20 ,           7 ,  0.100500003     ,   5.92392683E-03 ,   60.9998016     ,  -64.7800140     ,   76.0734634     ,   22.9585285     ,   95.2517776     ,   91.0565643     ,  -14.4724731     ,   0.00000000     ,   0.00000000     ,   76.5840912     ,  0.492308795     ,   1.18000114     ,   30.0567627     ,   50.3075409     ,  -76.0734634     ,  -22.9585285     ,  -18.6676865     ,   27.7425900     ,   141.860001     ,   45.3641586     ,   96.4958420     ,   26.6651611     ,   74.5088043     ,  0.587802410     ,  0.706596196     ,   7.31797314     ,   12.5559587    
   202.291672     ,           7 ,          20 ,           8 ,   8.92999992E-02 ,   7.81838037E-03 ,   116.375206     ,  -48.5899963     ,   70.9475098     ,   19.2646923     ,   157.997421     ,   180.408890     ,  -10.9915466     ,   0.00000000     ,   0.00000000     ,   169.417343     ,  0.495663404     ,   1.12820959     ,   64.0336838     ,   37.5984497     ,  -70.9475098     ,  -19.2646923     ,   11.4199219     ,   27.8795204     ,   270.640015     ,   66.0331192     ,   204.606888     ,   40.6077385     ,   159.846588     ,  0.614960194     ,  0.717284560     ,   7.57833338     ,   12.0934734    
   202.333328     ,           7 ,          20 ,           9 ,   8.61000046E-02 ,   1.03059430E-02 ,   134.142792     ,  -25.7599792     ,   79.2896347     ,   19.7902832     ,   207.462738     ,   216.746841     ,  -5.78286743     ,   0.00000000     ,   0.00000000     ,   210.963974     ,  0.493606240     ,   1.08270311     ,   82.6040497     ,   19.9771118     ,  -79.2896347     ,  -19.7902832     ,   3.50123596     ,   27.9215012     ,   311.959991     ,   40.9086838     ,   271.051300     ,   26.2407513     ,   214.589081     ,  0.641446948     ,  0.731391668     ,   7.51512527     ,   11.2905025    
   202.375000     ,           7 ,          20 ,          10 ,   9.18000042E-02 ,   1.26323374E-02 ,   110.234795     ,  -7.82000732     ,   73.6689606     ,   17.9375439     ,   194.021286     ,   183.432190     ,  -1.75140381     ,   0.00000000     ,   0.00000000     ,   181.680786     ,  0.492978722     ,   1.04702961     ,   73.1973953     ,   6.06860352     ,  -73.6689606     ,  -17.9375439     ,  -12.3404999     ,   27.7735329     ,   256.359985     ,   10.2759504     ,   246.084030     ,   6.80100107     ,   197.012558     ,  0.661836684     ,  0.743039846     ,   7.40922165     ,   10.6607227    
