days_for_graph,month,day,hour,sd_obs,sd_calc,nsr_ice,nlr_ice,sh_ice,lh_ice,melt_ice,nsr_cryo,nlr_cryo,sh_cryo,lh_cryo,melt_cryo,cryo_angle,solar_angle,d_nsr,d_nlr,d_sh,d_lh,d_melt,cryoconite_depth,sr,sr_direct,sr_diffuse,src_direct,src_diffuse,t_direct,t_diffuse,k_direct,k_diffuse
   182.000000     ,           7 ,           1 ,           1 , -0.109999992     ,   0.00000000     ,   60.8490028     ,  -84.4099884     ,   78.7673645     ,  -42.8743019     ,   0.00000000     ,   88.7334366     ,  -4.96530151     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.38519716     ,   27.8844337     ,   79.4446869     ,  -78.7673645     ,   42.8743019     ,   0.00000000     ,   100.000000     ,   202.830002     ,   110.824516     ,   92.0054855     ,   48.6460190     ,   49.9466934     ,  0.438946366     ,  0.514295578     ,   1.52720094     ,   6.72815132    
   182.041672     ,           7 ,           1 ,           2 , -0.119999997     ,   0.00000000     ,   53.4195023     ,  -85.9299927     ,   90.0130157     ,  -46.2787399     ,   0.00000000     ,   77.8615341     ,  -5.05471802     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.36559772     ,   24.4420319     ,   80.8752747     ,  -90.0130157     ,   46.2787399     ,   0.00000000     ,   100.000000     ,   178.065002     ,   105.370735     ,   72.6942596     ,   47.4530258     ,   39.0597878     ,  0.450343490     ,  0.508398175     ,   1.63387465     ,   6.84208679    
   182.083328     ,           7 ,           1 ,           3 , -0.119999997     ,   0.00000000     ,   45.9900017     ,  -86.4099884     ,   81.9954758     ,  -36.0950089     ,   0.00000000     ,   67.2154541     ,  -5.08297729     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.33425057     ,   21.2254524     ,   81.3270111     ,  -81.9954758     ,   36.0950089     ,   0.00000000     ,   100.000000     ,   153.300003     ,   101.045670     ,   52.2543335     ,   47.0375710     ,   27.6462650     ,  0.465508044     ,  0.499638140     ,   1.80079889     ,   7.01132774    
   182.125000     ,           7 ,           1 ,           4 , -0.109999992     ,   0.00000000     ,   47.7585030     ,  -86.3500061     ,   65.3410339     ,  -37.1051407     ,   0.00000000     ,   70.6933670     ,  -5.07943726     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.29303408     ,   22.9348640     ,   81.2705688     ,  -65.3410339     ,   37.1051407     ,   0.00000000     ,   100.000000     ,   159.195007     ,   115.096291     ,   44.0987129     ,   55.5613632     ,   22.9868240     ,  0.482738078     ,  0.491337001     ,   2.00617790     ,   7.17170191    
   182.166672     ,           7 ,           1 ,           5 , -0.119999997     ,   0.00000000     ,   49.5270004     ,  -82.8800049     ,   81.1654282     ,  -37.1688690     ,   0.00000000     ,   75.8052521     ,  -4.87527466     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.24441206     ,   26.2782516     ,   78.0047302     ,  -81.1654282     ,   37.1688690     ,   0.00000000     ,   100.000000     ,   165.089996     ,   118.417351     ,   46.6726379     ,   59.8670044     ,   24.3610497     ,  0.505559385     ,  0.492077947     ,   2.19751835     ,   7.15738630    
   182.208328     ,           7 ,           1 ,           6 , -0.119999997     ,   0.00000000     ,   58.3740044     ,  -80.8800049     ,   94.1228943     ,  -51.6806679     ,   0.00000000     ,   92.0929260     ,  -4.75765991     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.19132352     ,   33.7189217     ,   76.1223450     ,  -94.1228943     ,   51.6806679     ,   0.00000000     ,   100.000000     ,   194.580002     ,   137.216064     ,   57.3639374     ,   72.2991180     ,   30.0263596     ,  0.526899815     ,  0.493650883     ,   2.38569117     ,   7.12699890    
   182.250000     ,           7 ,           1 ,           7 , -0.119999997     ,   0.00000000     ,   62.4420013     ,  -82.1900024     ,   78.7187042     ,  -58.3525887     ,   0.00000000     ,   100.225868     ,  -4.83471680     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.13708496     ,   37.7838669     ,   77.3552856     ,  -78.7187042     ,   58.3525887     ,   0.00000000     ,   100.000000     ,   208.139999     ,   154.386765     ,   53.7532349     ,   83.4661102     ,   27.8959694     ,  0.540629983     ,  0.488898724     ,   2.59698200     ,   7.21880913    
   182.291672     ,           7 ,           1 ,           8 , -0.119999997     ,   0.00000000     ,   66.5100021     ,  -83.6399994     ,   72.1436844     ,  -68.6392822     ,   0.00000000     ,   108.701706     ,  -4.92001343     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.08528864     ,   42.1917038     ,   78.7199860     ,  -72.1436844     ,   68.6392822     ,   0.00000000     ,   100.000000     ,   221.699997     ,   166.583923     ,   55.1160812     ,   92.2415161     ,   28.5381660     ,  0.553723991     ,  0.487644374     ,   2.77146196     ,   7.24304295    
   182.333328     ,           7 ,           1 ,           9 , -0.119999997     ,   0.00000000     ,   107.547005     ,  -81.6399841     ,   57.1434135     ,  -58.4755630     ,   0.00000000     ,   178.873535     ,  -4.80236816     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.03965735     ,   71.3265305     ,   76.8376160     ,  -57.1434135     ,   58.4755630     ,   0.00000000     ,   100.000000     ,   358.489990     ,   260.275818     ,   98.2141571     ,   147.590012     ,   51.1583710     ,  0.567052364     ,  0.490941226     ,   2.88824701     ,   7.17934895    
   182.375000     ,           7 ,           1 ,          10 , -0.119999997     ,   0.00000000     ,   128.067017     ,  -83.5599976     ,   50.1028252     ,  -65.1312790     ,   0.00000000     ,   215.665207     ,  -4.91531372     ,   0.00000000     ,  -0.00000000     ,   0.00000000     ,  0.244978666     ,   1.00380099     ,   87.5981903     ,   78.6446838     ,  -50.1028252     ,   65.1312790     ,   0.00000000     ,   100.000000     ,   426.890015     ,   298.801117     ,   128.088898     ,   172.499512     ,   67.1285172     ,  0.577305436     ,  0.494332403     ,   2.96694970     ,   7.11383247    
